NovelID,AuthorID,Sex,SexualOrientation,Author,Nationality,Born,PublicationYear,Age,Novel,Language,Original_Language,Filename,Segment,WordCount,AnalyticalThinking,Clout,Authentic,Tone,WordsPerSentence,SixLetters,Dictionary,FunctionWords,pronoun,PersonalPronouns,i,we,you,SheHe,they,ImpersonalPronouns,article,preposition,AuxiliaryVerb,adverb,conjunction,negation,verb,adjective,comparison,interrogative,number,quantifier,affect,PositiveEmotion,NegativeEmotion,anxiety,anger,sad,social,family,friend,female,male,CognitiveProcesses,insight,cause,discrepancies,tentative,certainty,differentiation,PerceptualProcesses,see,hear,feel,BiologicalProcesses,body,health,sexual,ingest,drives,affiliation,achievement,power,reward,risk,focuspast,focuspresent,focusfuture,relativity,motion,space,time,work,leisure,home,money,religion,death,informal,swear,netspeak,assent,nonfluencies,FillerWords,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenthesis,OtherPunctuation
142,80,male,heterosexual,Herman Melville,American,1819,1857,38,The Confidence-Man: His Masquerade,English,English,US_Male_Melville_The Confidence-Man_1857.docx,1,94624,72.83,66.08,23.98,54.68,19.26,17.91,84.36,54.72,13.89,8.31,2.64,0.25,1.98,2.94,0.51,5.57,8.19,14.79,7.28,5.05,6.56,2.19,13.14,4.9,2.75,1.88,1.12,2.37,6.12,3.79,2.25,0.36,0.47,0.53,10.99,0.18,0.54,0.28,4.13,12.51,2.18,1.28,1.53,3.19,1.96,4.22,3.05,1.23,1.01,0.67,1.92,0.86,0.61,0.07,0.4,5.67,1.15,0.99,2.62,1.25,0.57,3.53,7.5,1.29,12.2,1.55,6.57,4.24,1.3,0.56,0.22,1,0.57,0.19,0.85,0.03,0.09,0.29,0.46,0,28.04,3.95,12.35,0.22,1.22,1.05,0.35,2.93,4.32,1.32,0.11,0.22
143,81,male,heterosexual,Frank Norris,American,1870,1901,31,The Octopus: A Story of California,English,English,US_Male_Norris_The Octopus - A Story of California_1901.docx,1,198267,87.7,76.62,17.2,29.17,15.17,18.37,82.11,52.23,12.76,8.64,1.38,0.42,1.04,5.04,0.76,4.11,9.83,15.52,6.51,3.87,5.05,1.42,13.18,4.27,1.87,1.13,1.34,1.74,4.3,2.24,2.03,0.44,0.45,0.62,10.76,0.27,0.17,1.42,4.46,7.85,1.66,0.82,1.09,1.55,1.43,2.12,3.44,1.59,0.91,0.75,2.88,1.64,0.5,0.18,0.61,5.41,1.21,0.89,2.34,1.06,0.4,6.46,5.04,0.83,16.3,2.52,9.17,4.95,1.2,0.57,0.69,0.59,0.25,0.23,0.57,0.04,0.06,0.13,0.33,0,24.03,6.09,9.86,0.09,0.47,0.56,0.16,1.97,3.11,1.66,0.01,0.04
144,81,male,heterosexual,Frank Norris,American,1870,1903,33,The Pit: A Story of Chicago,English,English,US_Male_Norris_The Pit - A Story of Chicago_1903.docx,1,125955,73.23,77.14,21.45,44.25,14.4,15.72,85.63,54.02,15.15,10.52,2.37,0.42,1.44,5.57,0.72,4.61,8.51,14.36,7.25,4.43,6.11,1.76,15.03,4.36,2.1,1.19,1.62,2.02,4.58,2.78,1.77,0.37,0.37,0.6,12.28,0.39,0.25,3.11,3.47,9.21,1.98,0.9,1.3,1.93,1.7,2.53,3.57,1.35,1.26,0.81,2.59,1.38,0.39,0.06,0.63,5.44,1.45,0.78,2.15,1.18,0.35,6.72,6.42,1.13,16.24,2.27,8.41,5.84,1.39,0.65,0.8,1.09,0.25,0.12,0.73,0.04,0.05,0.19,0.48,0,26.9,6.57,9.08,0.17,0.4,0.58,0.28,2.65,4.68,2.41,0.02,0.07
145,82,male,heterosexual,Edgar Allan Poe,American,1809,1838,29,The Narrative of Arthur Gordon Pym of Nantucket,English,English,US_Male_Poe_The Narrative of Arthur Gordon Pym of Nantucket_1838.docx,1,71022,89.95,61.43,41.87,27.32,28.56,20.02,83.4,55.94,11.94,7.55,2.41,2.15,0.04,2.18,0.79,4.38,9.71,18.28,6.58,4.44,6.32,1.3,11.82,5.16,2.98,1.54,2.02,2.75,4.28,2.16,2.07,0.54,0.45,0.5,7.22,0.05,0.33,0.28,2.13,10.38,2.08,1.17,1.26,2.68,1.61,2.77,2.49,1.12,0.52,0.67,1.99,1.09,0.33,0.05,0.61,7.39,2.74,1.07,2.21,1.1,0.68,6.42,3.41,0.88,15.96,2.03,9.28,4.79,0.68,0.41,0.21,0.24,0.12,0.19,0.24,0.03,0,0.11,0.11,0,15.14,3.6,8.35,0.03,0.46,0.02,0.07,1.33,0.15,0.25,0.29,0.6
146,83,male,heterosexual,Upton Sinclair,American,1878,1906,28,The Jungle,English,English,US_Male_Sinclair_The Jungle_1906.docx,1,151354,71.72,79.34,8.83,18.39,22.77,13.95,87.84,57.35,13.53,8.41,0.58,0.12,0.57,5.3,1.84,5.11,8.94,14.84,8.49,4.48,8.26,1.46,15.92,3.83,1.95,1.63,1.91,2.2,3.88,1.67,2.17,0.45,0.57,0.56,12.04,0.31,0.21,1.37,4.96,9.18,1.43,0.96,1.81,1.97,1.53,2.49,2.82,1.09,0.92,0.68,2.36,1.1,0.59,0.04,0.66,5.62,0.93,1.1,2.54,1.09,0.45,8.68,4.99,1.03,15.5,2.36,7.89,5.44,1.84,0.65,0.87,1.22,0.26,0.25,0.22,0.03,0.03,0.07,0.09,0.01,18.29,3.57,7.06,0.06,1.12,0.34,0.53,2.61,2.11,0.85,0.03,0
147,83,male,heterosexual,Upton Sinclair,American,1878,1922,44,They Call Me Carpenter,English,English,US_Male_Sinclair_They Call Me Carpenter_1922.docx,1,58223,64.74,75.28,25.56,34.12,15.51,14.81,86.03,55,16.16,11.3,4.12,0.86,1.83,3.36,1.15,4.85,8.11,13.11,7.89,3.75,7.07,1.56,16.65,3.33,1.46,1.5,1.19,1.63,4.19,2.32,1.84,0.35,0.49,0.44,12.56,0.27,0.29,0.88,3.6,9.09,2.04,0.99,1.45,1.97,1.2,2.65,3.87,1.52,1.7,0.56,2.26,1.22,0.44,0.06,0.52,6.43,1.79,0.75,2.71,1.21,0.41,7.39,6.77,1.13,13.07,2.37,7.07,3.8,1.7,0.61,0.47,0.74,0.89,0.24,0.91,0.08,0.44,0.1,0.23,0.01,24.95,4.57,7.49,0.42,0.99,0.86,1.32,2.35,5.05,1.83,0.02,0.05
148,84,male,heterosexual,Jean Toomer,American,1894,1923,29,Cane,English,English,US_Male_Toomer_Cane_1923.docx,1,41602,72.79,76.24,16.8,30.18,8.83,11.48,81.44,49.87,15.78,11.1,2.68,0.27,1.41,5.36,1.38,4.67,7.77,12.99,6.97,3.33,4.76,1.92,15.47,3.92,1.7,1.53,0.79,1.17,4.11,2.17,1.9,0.35,0.64,0.26,12.8,0.56,0.19,2.73,3.93,7.62,1.58,0.76,1.32,1.73,0.96,2.31,5.72,2.56,1.46,1.4,3.45,2.12,0.56,0.16,0.55,5.28,1.18,0.61,2.46,1.09,0.26,3.85,9.51,1.05,15.34,3.15,8.78,3.68,0.75,1.12,0.84,0.31,0.89,0.25,1.18,0.43,0.39,0.15,0.23,0.05,24.34,10.86,6.18,0.89,0.14,0.82,0.26,1.15,1.17,2.57,0.3,0
149,85,male,heterosexual,Mark Twain,American,1835,1884,49,Adventures of Huckleberry Finn,English,English,US_Male_Twain_Adventures of Huckleberry Finn_1884.docx,1,112201,43.19,68.22,36.68,32.85,19.22,8.35,87.28,58.56,17.27,12.01,4.38,1.12,1.56,3.63,1.32,5.26,7.2,13.42,7.79,5.63,10.18,2.66,17.5,3.47,1.84,1.52,1.29,2.16,3.84,2.12,1.7,0.2,0.3,0.4,12.24,0.4,0.13,1.09,3.7,9.92,1.15,1.13,1.79,2.29,1.85,2.91,3.92,1.43,1.76,0.63,1.83,1.05,0.33,0.04,0.43,7.05,1.54,0.66,2.73,1.83,0.66,6.75,8.24,1.41,15.94,2.49,8.73,5.01,0.66,0.47,0.54,0.67,0.18,0.31,1.16,0.22,0.29,0.11,0.51,0.05,26.17,4.34,7.16,0.38,1.39,0.65,0.45,2.65,2.82,4.82,0.04,1.47
150,85,male,heterosexual,Mark Twain,American,1835,1876,41,The Adventures of Tom Sawyer,English,English,US_Male_Twain_The Adventures of Tom Sawyer_1876.docx,1,71210,60.66,75.86,20.44,29.26,14.61,13.6,85.25,55.18,15.03,9.71,1.88,0.38,1.42,4.65,1.38,5.31,8.07,13.35,7.82,5.22,8.03,2.04,16.33,3.96,1.84,1.28,1.05,1.98,5.04,2.6,2.39,0.49,0.47,0.76,11.86,0.35,0.13,1.36,4.35,9.48,1.83,0.9,1.51,2.28,1.54,2.68,3.68,1.43,1.4,0.7,2.34,1.4,0.45,0.05,0.45,5.67,0.92,0.82,2.38,1.4,0.57,7.6,6.63,1.48,15.81,2.57,7.74,5.77,0.89,0.54,0.48,0.46,0.41,0.46,0.76,0.04,0.1,0.13,0.44,0.04,26.69,5.45,6.92,0.34,0.9,0.64,0.9,3.12,4.28,3.42,0.04,0.67
151,86,male,heterosexual,Frank J. Webb,American,1828,1857,29,The Garies and Their Friends,English,English,US_Male_Webb_The Garies and Their Friends_1857.docx,1,129952,61.24,83.85,13.53,42.32,20.33,17.24,86.32,55.82,16.76,12.21,3.01,0.53,2.02,5.51,1.14,4.54,7.01,14.39,8.6,4.32,6.39,1.83,16.03,4.3,2.28,1.69,0.81,1.97,5.25,3.06,2.14,0.52,0.42,0.63,14.72,0.82,0.35,2.33,4.57,9.85,2.12,1.24,1.66,2.28,1.48,2.48,3.33,1.43,1.17,0.65,1.98,1.03,0.47,0.03,0.45,5.85,1.48,0.91,2.27,1.15,0.57,5.97,7.66,1.55,13.94,2.27,7.15,4.73,1.16,0.48,0.93,0.53,0.23,0.24,0.71,0.07,0.12,0.15,0.39,0,25.73,4.89,8.68,0.12,1.36,0.51,0.55,2.71,4.83,1.78,0.04,0.26
152,87,female,heterosexual,Barbara Pym,British,1913,1977,64,Quartet in Autumn,English,English,1913-1977-64 England_Female_Pym_Quartet in Autumn_1977.docx,1,56755,61.86,75.5,12.15,45.45,17.97,16.11,87.73,55.9,14.11,8.16,0.86,0.3,0.81,5.23,0.97,5.93,7.63,14.01,10.09,5.34,6.15,2.24,18.91,4.29,2.34,1.69,1.03,2.05,4.12,2.56,1.49,0.36,0.25,0.48,12.57,0.51,0.21,4.09,2.28,13.43,2.9,0.94,2.43,3.83,1.66,3.67,3.29,1.29,1.22,0.71,2.33,0.52,0.69,0.04,1.09,5.11,1.45,0.89,1.78,1.03,0.39,9.43,6.27,1.19,14.23,2.11,7.28,5.03,1.61,0.86,0.93,0.41,0.64,0.27,0.5,0.01,0.01,0.15,0.29,0.05,18.84,5.25,6.32,0,0.09,0.59,0.08,0.4,2.06,3.94,0.1,0.01
153,88,female,heterosexual,Penelope Fitzgerald,British,1916,1978,62,The Bookshop,English,English,1916-1978-62 England_Female_Fitzgerald_The Bookshop_1978.docx,1,35779,72.46,73.65,20.57,45.06,15.4,17.52,86.6,55.13,13.77,8.46,1.61,0.28,1.41,4.16,1,5.28,8.33,15.15,9.6,4.43,5.73,2.11,17.62,4.69,2.35,1.63,1.46,2.1,3.84,2.42,1.37,0.34,0.23,0.4,11.71,0.23,0.17,3.54,1.87,11.93,2.32,1.07,2.15,2.85,1.73,3.33,3.41,1.54,1,0.8,1.34,0.58,0.37,0.03,0.34,5.84,0.95,0.99,2.88,1.01,0.49,8.29,6.67,1.13,15.14,2.21,8.02,5.11,2.26,1.15,0.69,1.12,0.16,0.15,0.35,0.03,0.02,0.08,0.22,0.01,20.07,5.95,7.21,0.06,0.1,0.53,0.08,0.52,1.74,3.83,0.04,0.01
154,88,female,heterosexual,Penelope Fitzgerald,British,1916,1979,63,Offshore,English,English,1916-1979-63 England_Female_Fitzgerald_Offshore_1979.docx,1,40496,66.43,74.3,21.2,43.45,13.87,15.47,85.42,55.58,14.72,9.58,1.9,0.42,1.7,4.35,1.21,5.12,7.72,15.04,9.39,5.03,5.74,2.43,18.03,4.11,2.31,1.8,1.29,2.06,4.5,2.71,1.74,0.51,0.25,0.46,12.27,0.6,0.29,2.47,2.89,12.01,2.25,1.17,2.05,2.92,1.72,3.51,3.3,1.45,1,0.78,1.84,0.75,0.53,0.04,0.48,5.94,1.27,0.97,2.45,1.17,0.59,7.79,7.61,1.13,14.94,2.36,8.36,4.55,1.2,0.67,0.46,0.66,0.36,0.13,0.54,0.02,0.01,0.14,0.34,0.03,24.5,6.19,8.2,0.02,0.04,0.98,0.17,0.44,2.75,5.7,0,0
155,89,female,heterosexual,Muriel Spark,Scottish,1918,1958,40,Robinson,English,English,1918-1958-40 Scotland_Female_Spark_Robinson_1958.docx,1,51602,70.48,57.9,44.93,28.25,13.68,16.38,84.25,55.08,16.53,11.74,6.03,0.82,1.2,3.17,0.52,4.78,8.04,14.43,8.27,3.92,5.14,1.59,16.85,3.91,1.71,1.63,1.25,1.6,4.16,2.12,1.97,0.42,0.45,0.45,10.23,0.31,0.19,0.59,3.28,10.09,2.54,1.12,1.57,2.44,1.25,2.57,4.53,1.58,2.01,0.82,2.25,1.18,0.57,0.08,0.5,5.25,1.47,0.85,1.83,0.95,0.55,8.37,6.17,0.95,13.84,1.92,7.44,4.69,1.02,0.7,0.62,0.34,0.39,0.4,0.41,0.06,0.04,0.11,0.21,0.01,23.14,6.92,7.27,0.11,0.22,0.6,0.07,0.53,2.92,4.41,0.08,0.01
156,89,female,heterosexual,Muriel Spark,Scottish,1918,1961,43,The Prime of Miss Jean Brodie,English,English,1918-1961-43 Scotland_Female_Spark_The Prime of Miss Jean Brodie_1961.docx,1,39760,76.53,81,14.65,17.67,17.48,15.32,85.04,52.39,13.44,8.77,1.48,0.29,1,4.62,1.38,4.67,7.75,14.55,8.09,3.73,5.99,1.43,17.58,5.39,2.16,1.76,1.18,1.58,5.53,2.46,3.02,0.25,0.38,1.98,13.03,0.35,0.18,4.49,1.62,9.04,2.11,0.99,1.3,1.91,1.41,2.61,5.27,1.65,1.94,1.57,2.1,1.02,0.34,0.22,0.42,5.49,1.32,0.82,2.58,0.83,0.35,8.78,6.72,0.82,14.4,1.87,7.44,5.2,2.04,1.01,0.59,0.24,0.39,0.19,0.4,0.02,0.02,0.15,0.21,0,19.34,5.35,6.76,0.15,0.19,0.49,0.05,0.58,4.33,1.41,0.02,0
157,90,female,heterosexual,Doris Lessing,British-Zimbabwean,1919,1962,43,The Golden Notebook,English,English,1919-1962-43 England-Zimbabwe_Female_Lessing_The Golden Notebook_1962.docx,1,259170,50.31,73.38,29.24,34.53,14.78,15.82,89.33,56.89,17.73,12.18,4.3,0.78,1.4,4.97,0.73,5.53,6.92,13.5,9.16,4.87,7.04,2.01,18.49,4.51,1.92,1.76,1.13,1.74,5.94,3.17,2.66,0.53,0.89,0.5,13.8,0.44,0.23,2.73,3.38,11.64,2.6,1.46,1.67,2.35,1.7,3.37,4.56,1.51,1.98,0.87,2.35,1.04,0.56,0.16,0.51,6,2,0.82,2.17,0.91,0.48,7.41,8.29,1.16,14.08,2.07,7.11,5.19,1.43,1.04,0.6,0.35,0.16,0.21,0.64,0.07,0.02,0.2,0.34,0.01,23.34,6.13,7.88,0.84,0.38,0.71,0.08,0.73,1.9,4.4,0.23,0.06
158,90,female,heterosexual,Doris Lessing,British-Zimbabwean,1919,1973,54,The Summer Before the Dark,English,English,1919-1973-54 England-Zimbabwe_Female_Lessing_The Summer Before the Dark_1973.docx,1,168874,59.96,80.01,10.75,38.76,16.43,16,88.26,56.87,15.74,9.82,0.95,0.25,0.68,6.57,1.36,5.89,7.34,14.12,9.52,4.57,6.69,1.92,17.97,4.38,2.1,1.83,1.2,1.9,4.71,2.67,1.94,0.38,0.52,0.43,14.11,0.69,0.16,5.05,2.61,11.26,2.21,1.15,1.84,2.44,1.61,3.67,4.35,1.79,1.52,0.86,2.64,1.17,0.65,0.16,0.64,5.17,1.3,0.75,2.24,0.83,0.4,9.79,5.48,0.95,15.14,2.22,8.1,5.12,1.17,1.01,0.91,0.42,0.16,0.14,0.51,0.07,0.01,0.16,0.26,0.01,20.21,5.55,8.47,0.55,0.32,0.61,0.13,0.57,1.27,2.57,0.15,0.01
159,91,female,heterosexual,Bernice Rubens,Welsh,1923,1962,39,Madame Sousatzka,English,English,1923-1962-39 Wales_Female_Rubens_Madame Sousatzka_1962.docx,1,66056,64.71,91.74,3.94,45.57,11.24,16.45,86.57,54.47,17.52,13.42,1.49,0.33,1.25,9.42,0.93,4.08,7.74,13.59,7.85,3.94,5.58,1.65,17.55,3.69,1.89,1.17,1.03,1.75,4.53,2.78,1.7,0.5,0.29,0.51,17.83,0.56,0.1,6.56,5.17,9.46,2.36,0.86,1.9,1.77,1.49,2.36,5.25,1.56,2.45,1.2,2.23,1.44,0.38,0.05,0.33,6.25,0.96,0.93,3.34,1.11,0.43,8.52,6.06,1.2,15.57,2.58,8.39,5.05,1.35,1.23,0.91,0.38,0.13,0.08,0.37,0.02,0.03,0.11,0.2,0.02,24.38,8.35,7.12,0,0.08,0.6,0.02,0.48,2.73,4.96,0.02,0.02
160,92,female,heterosexual,Nina Bawden,British,1925,1955,30,Change Here for Babylon,English,English,1925-1955-30 England_Female_Bawden_Change Here for Babylon_1955.docx,1,64509,39.26,72.41,18.21,24.51,13.24,13.46,90.51,59.98,20.33,15.46,5.6,0.72,1.66,6.97,0.51,4.86,7.04,12.72,10.1,4.21,7.21,2.22,20.22,4.65,1.96,1.14,0.51,1.27,5.68,2.75,2.83,0.78,0.72,0.63,14.52,0.29,0.15,3.77,3.74,11.1,2.67,1.05,2.1,2.62,1.27,3.08,5.55,1.96,2.23,1.25,3.18,1.86,0.66,0.05,0.55,5.07,1.55,0.73,1.81,0.78,0.56,11.54,5.93,0.95,13.27,2.21,7.33,4.08,0.98,0.62,0.77,0.19,0.11,0.3,0.27,0.05,0,0.04,0.15,0.02,19.1,6.94,4.37,0.98,0.46,0.81,0,0.43,3.07,2.03,0,0
161,92,female,heterosexual,Nina Bawden,British,1925,1960,35,Just Like A Lady,English,English,1925-1960-35 England_Female_Bawden_Just Like A Lady_1960.docx,1,91903,56.61,88.73,2.41,29.9,12.13,17.33,85.76,53.7,18,13.7,1.86,0.25,1.75,9.12,0.72,4.27,6.91,12.7,8.81,3.69,5.24,2.05,18.04,4.43,1.99,1.13,0.7,1.28,6.73,3.44,3.2,0.76,0.65,0.9,17.12,0.7,0.19,6.24,3.89,11.11,2.76,1.12,2.07,2.22,1.36,3.03,5.02,1.98,1.74,1.17,3.3,1.88,0.63,0.12,0.68,5.28,1.14,0.84,2.08,1.05,0.62,8.6,6.36,0.86,12.64,1.99,7.47,3.49,1.05,0.8,0.83,0.44,0.23,0.12,0.45,0.06,0.01,0.08,0.28,0.03,24.48,7.67,6.72,0.19,0.13,0.68,0.09,0.51,3.03,5.46,0,0
162,93,female,heterosexual,Ruth Prawer Jhabvala,British-American,1927,1960,33,The Householder,English,English,1927-1960-33 England-US_Female_Jhabvala_The Householder_1960.docx,1,58942,54.13,89.61,4.96,37.92,14.31,14.47,88.22,55.8,16.88,12.39,1.56,0.41,1.16,8.11,1.15,4.48,6.13,13.55,8.04,5.35,6.89,1.57,18.29,3.99,1.71,1.89,0.88,1.73,4.97,2.8,2.11,0.56,0.33,0.76,17.16,1.07,0.23,2.89,6.69,10.24,2.18,1.05,1.89,1.87,1.48,2.98,5.24,1.64,2.35,1.11,2.83,1.66,0.34,0.07,0.8,5.61,1.58,0.75,2.41,0.88,0.41,9.33,6.42,0.91,14.39,2.41,7.81,4.54,1.62,0.81,1.05,0.56,0.22,0.03,0.36,0.01,0.02,0.14,0.21,0,20.87,6.57,5.5,0.23,0.43,0.7,0.33,0.65,2.83,3.61,0.02,0
163,94,female,heterosexual,Fay Weldon,British,1931,1967,36,The Fat Woman's Joke,English,English,1931-1967-36 England_Female_Weldon_The Fat Woman_s Joke_1967.docx,1,45971,25.11,79.77,23.72,36.48,9.63,13.04,90.66,59.14,20.83,15.03,5.22,0.44,4.45,4.23,0.69,5.79,5.02,12.21,11.3,5.56,6.35,3.08,20.82,4.81,2.34,2,0.7,2.17,5.82,3.2,2.59,0.6,0.59,0.56,15.4,1.01,0.13,2.82,3.15,13.23,2.64,1.55,2.23,2.72,2.08,3.59,3.36,1.09,1.2,0.85,3.47,1.14,0.96,0.3,1.29,5.51,1.59,0.89,1.82,1.1,0.56,5.82,12.26,1.18,11.72,1.77,5.94,4.19,1.08,0.64,0.67,0.4,0.17,0.14,0.54,0.06,0,0.11,0.29,0.07,27.5,8.94,5.74,0.04,0.13,1.3,0.15,0.4,3.68,7.11,0,0
164,94,female,heterosexual,Fay Weldon,British,1931,1974,43,Female Friends,English,English,1931-1974-43 England_Female_Weldon_Female Friends_1974.docx,1,80116,56.96,79.41,9.08,39.4,12.16,16.85,85,52.81,14.85,10.41,1.9,0.4,1.49,5.66,0.95,4.42,6.29,13.1,8.61,4.49,7.2,2.28,16.23,4.55,2.2,1.71,1.22,1.67,6.47,3.6,2.83,0.6,0.79,0.66,13.94,1.16,0.24,4.25,2.87,10.37,1.93,1.19,1.55,2.35,1.65,3.34,3.19,1.12,1.13,0.79,3.17,1.25,0.96,0.33,0.71,5.95,1.54,0.96,2.42,1.06,0.61,2.91,11.47,1.12,13.03,2.07,6.59,4.58,1.45,0.82,0.88,0.67,0.3,0.4,0.52,0.11,0.01,0.15,0.23,0.02,22.49,7.22,8.27,0.16,0.2,0.84,0.17,0.67,0.91,3.69,0.35,0
165,95,female,heterosexual,Beryl Bainbridge,British,1932,1968,36,Another Part of the Wood,English,English,1932-1968-36 England_Female_Bainbridge_Another Part of the Wood_1968.docx,1,57039,75.9,85.06,4.43,25.49,12.49,14.75,84.67,53.56,15.25,11.78,1.27,0.18,0.98,8.67,0.69,3.43,8.81,14.51,7.49,4.02,5.24,1.96,16.92,3.8,1.67,1.06,0.81,1.53,4.22,2.07,2.09,0.44,0.5,0.5,15.16,0.42,0.21,2.97,6.7,9.2,1.77,0.82,1.63,2.33,1.21,2.58,5.21,2.08,1.75,1.27,4.57,3.06,0.62,0.09,0.97,4.88,0.91,0.66,2.4,0.78,0.44,8.47,5,1.06,15.45,2.78,9.5,3.56,0.56,0.71,0.88,0.45,0.23,0.17,0.49,0.12,0.06,0.1,0.19,0.03,23.31,7.53,6.73,0.06,0.05,0.73,0.02,0.4,2.75,5.03,0,0.01
166,96,female,heterosexual,Penelope Lively,British,1933,1977,44,The Road to Lichfield,English,English,1933-1977-44 England_Female_Lively_The Road to Lichfield_1977.docx,1,78789,58.55,74.16,39.08,40.54,12.62,15.15,87.25,55.68,16.22,10.52,2.98,0.69,1.83,4.3,0.74,5.65,7.4,14.15,9.02,5.53,6,2.26,18.55,3.89,2.07,1.49,1.3,2.16,3.66,2.21,1.39,0.35,0.29,0.36,12.59,0.74,0.16,2.72,2.75,11.78,2.73,0.97,1.65,3.14,1.62,3.36,4.36,1.65,1.93,0.72,1.7,0.7,0.37,0.04,0.59,5.13,1.36,0.67,2.14,0.94,0.33,6.8,9.15,1.35,16.22,2.41,8.65,5.49,1.32,0.79,0.95,0.43,0.18,0.15,0.84,0.03,0.07,0.31,0.42,0.05,28.07,7.03,9.17,0.13,0.26,1.2,0.04,0.65,2.94,6.34,0.32,0
167,96,female,heterosexual,Penelope Lively,British,1933,1984,51,According to Mark,English,English,1933-1984-51 England_Female_Lively_According to Mark_1984.docx,1,73976,65.64,73.61,17.32,44.97,12.29,17.79,85.06,54.39,14.57,9.06,1.77,0.33,1.26,5.1,0.6,5.46,7.17,14.61,8.7,5.28,6.21,1.9,16.83,4.25,2.18,1.71,1.13,2.42,4.28,2.62,1.57,0.47,0.31,0.33,11.8,0.34,0.29,2.48,3.33,12.09,2.58,1.03,1.76,3.23,1.71,3.37,3.7,1.41,1.52,0.6,1.83,0.72,0.46,0.07,0.53,5.03,1.1,0.77,2.07,1.01,0.4,7.96,6.24,1.14,14.5,2,7.8,4.93,1.77,0.96,0.69,0.61,0.11,0.12,0.99,0.04,0.12,0.32,0.51,0.08,24.3,7.7,6.64,0.16,0.45,0.8,0.03,0.63,2.68,5.04,0.16,0
168,97,female,heterosexual,A. S. Byatt,British,1936,1990,54,Possession,English,English,1936-1990-54 England_Female_Byatt_Possession_1990.docx,1,194728,65.4,69.79,18.93,50.45,17.04,17.32,82.84,53.8,14.8,9.86,3.01,0.71,1.34,3.91,0.88,4.93,7.24,13.64,7.89,3.98,7.32,1.85,15.26,4.43,1.93,1.81,0.87,1.78,4.7,2.98,1.66,0.38,0.36,0.46,11.27,0.39,0.19,2.25,2.67,10.98,2.45,0.97,1.61,2.83,1.6,3.23,4.47,1.96,1.26,1.04,2.29,1.09,0.55,0.13,0.47,5.22,1.57,0.81,2.03,0.87,0.38,5.92,7.05,1.14,12.54,1.86,7.2,3.67,1.44,0.63,0.54,0.32,0.45,0.28,0.39,0.04,0.05,0.12,0.19,0.01,18.79,5.37,7.53,0.07,0.14,0.58,0.01,0.78,1.46,2.69,0.16,0.01
169,98,female,heterosexual,Rose Tremain,British,1943,1976,33,Sadler's Birthday,English,English,1943-1976-33 England_Female_Tremain_Sadler_s Birthday_1976.docx,1,59725,50.43,82.97,15.97,46.9,11.82,12.6,88.19,55.19,17.32,12.26,2.08,0.37,1.58,7.13,1.1,5.04,6.69,13.41,8.87,5.15,6.65,2.46,19.59,4.29,2,1.41,1.26,1.94,4.45,2.79,1.64,0.38,0.32,0.5,15.09,0.5,0.15,3.58,4.83,11.15,2.51,1.02,1.93,2.53,1.67,2.89,4.42,1.83,1.42,1.11,2.62,1.3,0.42,0.05,0.79,5.66,1.19,0.7,2.67,1.07,0.39,8.76,7.16,1.19,16.6,2.85,7.96,6.16,0.86,0.71,1.16,0.41,0.29,0.2,0.76,0.08,0.04,0.22,0.4,0.04,26.64,7.69,7.82,0.12,0.06,1.04,0.24,0.2,2.75,6.64,0.07,0
170,98,female,heterosexual,Rose Tremain,British,1943,1989,46,Restoration,English,English,1943-1989-46 England_Female_Tremain_Restoration_1989.docx,1,136545,62.09,46.1,57.73,33.77,18.68,14.64,86.77,58.29,17.46,12.58,7.15,0.6,0.88,3.22,0.73,4.87,6.98,15.32,7.51,4.1,7.74,1.69,15.26,3.91,1.92,1.63,1.04,1.83,4.05,2.24,1.78,0.36,0.32,0.54,9.48,0.29,0.12,1.72,2.6,9.96,2.24,1.02,1.45,2.29,1.22,3.05,4.02,1.61,1.15,1.06,2.97,1.73,0.63,0.09,0.51,5.06,1.25,0.73,2.33,0.7,0.3,6.38,6.37,1.34,14.4,2.42,7.45,4.76,0.77,0.66,0.82,0.36,0.35,0.31,0.33,0.04,0.02,0.16,0.14,0,16.68,5,6.67,0.18,0.05,0.44,0.14,0.28,1.55,2.07,0.3,0
171,99,female,heterosexual,Pat Barker,British,1943,1991,48,Regeneration,English,English,1943-1991-48 England_Female_Barker_Regeneration_1991.docx,1,82058,61.16,75.01,28.15,22.1,10.43,16.4,86.93,55.07,15.93,11.24,2.52,0.31,2.21,5.21,1,4.68,7.62,14.08,9.4,4.81,5.56,2.54,19.26,4.26,2.21,1.42,1,1.78,4.62,2.16,2.4,0.54,0.69,0.47,12.71,0.26,0.12,0.95,5.05,11.81,3,1.23,1.68,2.52,1.57,3.35,4.32,1.82,1.34,1,2.72,1.58,0.74,0.06,0.38,5.38,0.9,0.94,2.39,0.97,0.58,8.45,7.92,1.27,15.55,2.41,8.27,5.34,1.08,0.6,0.68,0.21,0.2,0.48,0.78,0.08,0.07,0.28,0.35,0.04,27.52,8.67,6.54,0.06,0.05,1.13,0.02,0.52,3.62,6.88,0.01,0.02
